person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_term,credit_score,monthly_expenses,co_applicant_income,employment_type,existing_loans,debt_to_income_ratio
26,105000,RENT,1.0,HOMEIMPROVEMENT,B,12100,,0,0.12,N,2,48,673,73309,43293,Self-Employed,2,0.21
24,42000,RENT,9.0,DEBTCONSOLIDATION,A,12125,,0,0.29,N,3,48,762,23899,16805,Unemployed,3,0.65
26,90000,MORTGAGE,5.0,EDUCATION,A,8000,5.42,0,0.09,N,3,36,681,42925,56829,Self-Employed,2,0.2
23,66300,MORTGAGE,6.0,MEDICAL,B,14000,,1,0.18,N,3,24,611,32744,0,Self-Employed,2,0.36
22,90000,MORTGAGE,6.0,PERSONAL,A,6400,5.99,0,0.07,N,2,12,598,60199,0,Self-Employed,1,0.13
24,90000,MORTGAGE,1.0,MEDICAL,B,15000,9.99,0,0.17,N,4,48,739,34071,63061,Self-Employed,4,0.39
22,36000,RENT,1.0,PERSONAL,B,12200,11.49,1,0.34,N,3,24,639,15420,0,Salaried,3,0.76
25,90000,MORTGAGE,9.0,MEDICAL,A,6000,6.99,0,0.07,N,3,48,757,40351,0,Salaried,1,0.12
21,82100,RENT,3.0,PERSONAL,A,12200,6.03,0,0.15,N,2,36,712,54108,0,Unemployed,3,0.33
23,24000,RENT,4.0,EDUCATION,C,12250,13.16,1,0.51,Y,4,24,641,14657,0,Self-Employed,1,0.72
23,25960,RENT,1.0,VENTURE,B,12250,10.37,1,0.47,N,4,60,738,13922,18507,Self-Employed,2,0.86
26,90000,MORTGAGE,10.0,PERSONAL,B,13000,10.59,0,0.14,N,3,12,633,38330,66485,Unemployed,2,0.26
24,26000,RENT,1.0,MEDICAL,B,12250,11.49,1,0.47,N,2,12,607,9902,0,Self-Employed,0,0.47
24,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,8000,12.99,0,0.09,N,2,48,636,38907,0,Self-Employed,3,0.26
24,28800,RENT,5.0,MEDICAL,B,12250,9.99,1,0.43,N,4,12,718,19347,0,Unemployed,5,1.29
23,90000,MORTGAGE,7.0,PERSONAL,A,22000,6.99,0,0.24,N,4,60,736,59768,0,Unemployed,3,0.41
23,90000,MORTGAGE,7.0,VENTURE,A,4900,6.99,0,0.05,N,2,24,660,42190,0,Freelancer,4,0.28
22,90000,MORTGAGE,6.0,EDUCATION,B,12000,10.99,0,0.13,N,2,24,586,38719,0,Unemployed,3,0.3
21,30000,RENT,2.0,DEBTCONSOLIDATION,D,12250,14.59,1,0.41,Y,3,36,602,19615,19031,Unemployed,0,0.41
22,30000,RENT,0.0,HOMEIMPROVEMENT,D,12250,13.67,1,0.41,Y,4,24,626,14354,0,Unemployed,5,1.24
26,32000,RENT,4.0,DEBTCONSOLIDATION,A,12250,,1,0.38,N,2,48,615,10095,0,Freelancer,3,0.85
25,90000,MORTGAGE,9.0,PERSONAL,A,10000,5.42,0,0.11,N,2,60,693,39446,0,Freelancer,2,0.22
25,90000,MORTGAGE,4.0,PERSONAL,B,3000,11.49,0,0.03,N,4,36,776,48862,0,Self-Employed,2,0.14
21,29000,RENT,2.0,VENTURE,C,12250,13.61,1,0.42,N,4,48,719,19657,13063,Salaried,5,1.28
24,90000,MORTGAGE,7.0,MEDICAL,A,15000,8.49,0,0.17,N,3,48,623,42285,0,Freelancer,2,0.28
25,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,15000,8.49,0,0.17,N,2,48,645,35644,0,Self-Employed,3,0.33
23,90000,MORTGAGE,1.0,EDUCATION,A,13675,7.49,0,0.15,N,4,12,655,40841,0,Freelancer,5,0.43
24,36000,RENT,0.0,DEBTCONSOLIDATION,B,12250,11.49,1,0.34,N,2,48,699,11621,0,Self-Employed,5,1.03
24,90000,MORTGAGE,8.0,VENTURE,B,7000,10.99,0,0.08,N,3,12,758,59358,0,Self-Employed,1,0.13
23,36000,RENT,4.0,MEDICAL,B,12250,10.74,1,0.34,N,3,24,656,11281,0,Unemployed,2,0.62
23,36000,RENT,7.0,PERSONAL,B,12250,,1,0.34,N,3,12,756,10814,0,Salaried,2,0.62
25,78000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.08,N,3,48,785,42560,0,Salaried,2,0.21
22,44000,RENT,0.0,MEDICAL,D,12250,15.99,1,0.28,Y,2,60,662,15910,0,Self-Employed,4,0.73
25,90000,MORTGAGE,9.0,VENTURE,B,5600,9.99,0,0.06,N,4,60,661,37658,0,Freelancer,1,0.12
24,50000,RENT,8.0,HOMEIMPROVEMENT,C,12250,14.72,0,0.24,Y,3,24,661,24819,0,Self-Employed,3,0.55
25,45600,RENT,3.0,MEDICAL,D,12250,14.84,1,0.27,N,3,48,683,28128,0,Salaried,5,0.82
23,60000,RENT,3.0,EDUCATION,C,12250,10.59,0,0.2,N,3,12,662,27300,0,Freelancer,4,0.54
23,90000,MORTGAGE,1.0,EDUCATION,A,4000,5.42,0,0.04,N,3,60,724,61455,0,Freelancer,4,0.27
24,61400,RENT,1.0,VENTURE,C,12250,12.23,0,0.2,N,4,36,602,29550,0,Self-Employed,0,0.2
26,90000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,5175,11.99,0,0.06,N,2,48,653,60119,0,Self-Employed,3,0.22
24,30000,RENT,1.0,EDUCATION,B,12300,10.74,1,0.41,N,2,48,696,14427,13556,Self-Employed,5,1.24
23,32004,RENT,3.0,EDUCATION,C,12300,,1,0.38,Y,3,36,723,16208,23094,Salaried,5,1.17
23,90000,MORTGAGE,7.0,VENTURE,A,21000,7.49,0,0.23,N,4,60,789,61490,70717,Salaried,5,0.51
23,39000,RENT,7.0,MEDICAL,A,12300,,1,0.32,N,2,36,615,22228,0,Freelancer,4,0.83
25,90000,MORTGAGE,2.0,VENTURE,D,10000,15.28,0,0.11,Y,2,24,647,32377,0,Self-Employed,4,0.33
23,55000,RENT,0.0,VENTURE,C,12300,,0,0.22,N,4,12,566,29668,0,Self-Employed,2,0.41
24,90000,MORTGAGE,8.0,EDUCATION,C,35000,12.68,0,0.39,Y,2,12,624,35107,45354,Unemployed,0,0.39
25,90000,MORTGAGE,4.0,VENTURE,B,10000,10.0,0,0.11,N,2,60,591,38148,0,Self-Employed,2,0.22
24,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,24000,13.06,0,0.27,Y,2,36,653,57173,65838,Self-Employed,0,0.27
26,42000,RENT,6.0,PERSONAL,A,12375,7.51,0,0.29,N,3,48,668,24060,0,Salaried,2,0.53
21,90000,MORTGAGE,5.0,PERSONAL,B,21000,,0,0.23,N,4,48,703,37327,0,Salaried,3,0.4
25,42000,RENT,8.0,DEBTCONSOLIDATION,A,12375,7.29,0,0.29,N,4,48,665,12678,11447,Self-Employed,3,0.65
25,80000,RENT,2.0,PERSONAL,C,12375,10.91,0,0.15,N,4,24,703,40997,0,Unemployed,4,0.4
22,34650,RENT,3.0,EDUCATION,A,12400,,1,0.36,N,4,24,685,13862,16317,Self-Employed,0,0.36
24,90000,MORTGAGE,3.0,MEDICAL,A,3000,,0,0.03,N,4,48,628,28019,0,Unemployed,2,0.14
23,90000,MORTGAGE,4.0,MEDICAL,B,4800,10.36,0,0.05,N,4,60,595,29278,53770,Unemployed,4,0.28
22,56324,RENT,2.0,EDUCATION,B,12400,10.74,0,0.22,N,4,24,709,32065,41993,Freelancer,3,0.49
22,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,9500,,0,0.11,N,3,24,762,41914,0,Unemployed,3,0.27
25,36996,RENT,2.0,EDUCATION,E,12450,16.32,1,0.34,N,2,12,806,14983,0,Self-Employed,4,0.88
23,31000,RENT,5.0,DEBTCONSOLIDATION,B,12500,10.65,1,0.4,N,4,12,726,20208,0,Freelancer,4,1.05
25,90000,MORTGAGE,9.0,EDUCATION,A,20000,6.54,0,0.22,N,3,60,752,56703,0,Unemployed,2,0.33
26,90000,MORTGAGE,10.0,EDUCATION,A,1000,6.17,0,0.01,N,4,24,703,43782,20760,Self-Employed,4,0.23
24,90000,OWN,8.0,MEDICAL,C,12000,13.35,0,0.13,N,3,24,695,36921,0,Self-Employed,3,0.3
23,66300,MORTGAGE,2.0,MEDICAL,D,15000,14.83,1,0.19,N,4,36,685,33340,0,Salaried,2,0.38
24,90000,MORTGAGE,8.0,VENTURE,A,6000,5.79,0,0.07,N,4,60,674,54105,0,Unemployed,3,0.23
25,36000,RENT,0.0,VENTURE,C,12500,11.72,1,0.35,N,4,60,710,10954,0,Salaried,0,0.35
24,32000,RENT,0.0,MEDICAL,C,12500,12.87,1,0.39,Y,3,36,653,17440,0,Unemployed,5,1.17
23,90000,MORTGAGE,2.0,EDUCATION,A,5000,5.42,0,0.06,N,4,36,672,52564,0,Freelancer,0,0.06
26,40000,RENT,4.0,EDUCATION,A,12500,6.92,1,0.31,N,2,12,621,25068,20278,Unemployed,3,0.69
22,30000,RENT,0.0,DEBTCONSOLIDATION,A,2800,6.54,0,0.09,N,3,60,703,11599,0,Freelancer,2,0.43
22,90000,MORTGAGE,6.0,MEDICAL,B,6000,9.25,0,0.07,N,2,60,632,34323,25073,Freelancer,5,0.34
23,90000,OWN,7.0,MEDICAL,A,8500,5.79,0,0.09,N,4,36,681,34766,54330,Self-Employed,3,0.26
23,90000,MORTGAGE,7.0,EDUCATION,B,8000,10.36,0,0.09,N,3,48,705,60531,0,Salaried,4,0.31
25,90000,MORTGAGE,5.0,VENTURE,C,10000,12.61,0,0.11,Y,3,48,709,32075,0,Unemployed,0,0.11
22,33250,RENT,0.0,EDUCATION,D,2800,15.62,1,0.08,Y,3,12,718,20144,0,Salaried,1,0.23
22,90000,MORTGAGE,6.0,VENTURE,B,3500,9.25,0,0.04,N,2,48,669,62523,0,Freelancer,4,0.26
24,33396,RENT,3.0,PERSONAL,D,2800,16.0,1,0.08,N,3,48,704,22659,20897,Salaried,1,0.23
22,35000,RENT,5.0,VENTURE,B,2800,10.37,0,0.08,N,4,48,655,16238,9853,Freelancer,3,0.51
21,37423,RENT,5.0,VENTURE,A,2800,7.88,0,0.07,N,4,24,581,23791,18918,Freelancer,1,0.21
26,39000,RENT,5.0,MEDICAL,B,2800,10.0,0,0.07,N,2,12,706,22154,0,Unemployed,5,0.71
22,40000,RENT,1.0,DEBTCONSOLIDATION,A,2800,7.49,0,0.07,N,4,36,694,25895,15155,Unemployed,5,0.7
22,40000,RENT,0.0,EDUCATION,A,2800,7.49,0,0.07,N,2,48,730,14578,0,Self-Employed,5,0.7
24,40000,RENT,8.0,MEDICAL,B,2800,10.25,0,0.07,N,2,24,678,24238,18421,Freelancer,0,0.07
25,90000,MORTGAGE,9.0,MEDICAL,C,15000,13.61,0,0.17,N,3,48,599,48116,0,Unemployed,3,0.33
24,40800,RENT,0.0,VENTURE,A,2800,6.99,0,0.07,N,4,24,675,21054,0,Unemployed,0,0.07
21,90000,MORTGAGE,,EDUCATION,B,1500,10.75,0,0.02,N,4,12,724,53240,54111,Freelancer,4,0.24
24,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,19750,13.61,0,0.22,Y,2,48,703,36830,0,Self-Employed,0,0.22
25,90000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7500,6.76,0,0.08,N,4,24,672,29685,0,Salaried,0,0.08
25,90000,MORTGAGE,9.0,MEDICAL,A,6000,,0,0.07,N,4,60,596,45076,25365,Freelancer,1,0.12
26,36120,RENT,3.0,MEDICAL,C,2800,13.35,1,0.08,N,4,60,628,15201,0,Freelancer,1,0.22
25,37200,RENT,2.0,HOMEIMPROVEMENT,D,2800,16.29,1,0.08,N,3,24,703,14975,26961,Freelancer,3,0.48
25,90000,MORTGAGE,6.0,PERSONAL,D,8500,15.21,0,0.09,Y,3,48,596,62946,0,Unemployed,2,0.21
24,90000,MORTGAGE,4.0,VENTURE,B,1700,10.75,0,0.02,N,3,48,664,34122,0,Salaried,0,0.02
25,44000,RENT,1.0,EDUCATION,A,2800,6.92,0,0.06,N,3,12,681,17346,0,Self-Employed,0,0.06
22,90000,MORTGAGE,2.0,VENTURE,B,5000,10.75,0,0.06,N,4,12,737,39019,0,Unemployed,0,0.06
22,45000,RENT,1.0,PERSONAL,C,2800,13.49,0,0.06,Y,2,36,710,22446,0,Unemployed,5,0.62
22,90000,OWN,6.0,VENTURE,A,7000,7.14,0,0.08,N,4,12,728,58287,0,Self-Employed,0,0.08
22,46800,RENT,5.0,DEBTCONSOLIDATION,B,2800,10.37,0,0.06,N,3,48,695,17342,0,Self-Employed,1,0.17
22,90000,MORTGAGE,3.0,EDUCATION,C,25000,12.73,0,0.28,N,4,36,637,49174,0,Self-Employed,2,0.39
26,35000,OWN,1.0,PERSONAL,A,7500,7.9,0,0.21,N,3,12,649,15659,0,Unemployed,0,0.21
22,90000,MORTGAGE,6.0,EDUCATION,B,6400,9.88,0,0.07,N,3,24,633,55688,0,Unemployed,0,0.07
26,90000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6500,7.14,0,0.07,N,3,60,709,48667,0,Freelancer,2,0.18
24,50000,RENT,0.0,DEBTCONSOLIDATION,A,2800,5.79,0,0.06,N,2,12,645,30901,0,Self-Employed,2,0.26
25,90000,MORTGAGE,7.0,PERSONAL,A,6000,7.14,0,0.07,N,3,12,660,57783,0,Freelancer,0,0.07
25,90000,OWN,,VENTURE,A,5000,6.76,0,0.06,N,4,24,681,59836,0,Salaried,2,0.17
24,90000,MORTGAGE,8.0,HOMEIMPROVEMENT,E,24000,17.56,0,0.27,N,3,48,762,62844,35505,Unemployed,2,0.38
24,44000,RENT,5.0,PERSONAL,C,2800,14.17,1,0.06,N,2,24,712,24092,0,Freelancer,4,0.52
26,50000,RENT,1.0,MEDICAL,C,2800,13.61,0,0.06,Y,3,12,641,27750,24164,Salaried,2,0.26
23,50000,RENT,4.0,MEDICAL,B,2800,11.86,0,0.06,N,2,48,687,17811,39930,Salaried,3,0.36
22,90000,MORTGAGE,6.0,EDUCATION,A,10000,7.88,0,0.11,N,3,36,762,30783,56125,Self-Employed,0,0.11
26,52582,RENT,3.0,VENTURE,C,2800,13.47,0,0.05,N,4,12,710,26030,0,Self-Employed,5,0.53
21,48000,RENT,5.0,PERSONAL,A,2800,8.9,1,0.06,N,2,24,600,27718,0,Salaried,5,0.58
22,56000,RENT,4.0,VENTURE,D,2800,15.31,0,0.05,Y,2,36,634,22359,30446,Unemployed,1,0.14
25,90000,MORTGAGE,2.0,PERSONAL,C,20000,,0,0.22,Y,3,60,630,38777,0,Freelancer,3,0.39
23,74000,RENT,7.0,VENTURE,D,2800,15.21,1,0.04,Y,2,36,752,42923,0,Self-Employed,5,0.38
23,78000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,15000,15.31,1,0.19,N,4,24,742,30003,0,Freelancer,4,0.45
24,86400,RENT,5.0,DEBTCONSOLIDATION,C,2800,14.65,0,0.03,Y,4,36,648,43938,0,Freelancer,4,0.26
21,35000,OWN,2.0,VENTURE,C,7200,15.23,0,0.21,N,4,24,647,18040,0,Freelancer,3,0.63
25,90000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,15000,12.18,0,0.17,N,2,12,682,60010,64518,Self-Employed,1,0.22
23,123000,RENT,4.0,DEBTCONSOLIDATION,C,2800,13.49,0,0.02,Y,3,48,683,56691,0,Unemployed,2,0.1
25,90000,MORTGAGE,6.0,PERSONAL,A,6000,7.74,0,0.07,N,4,60,631,34579,0,Unemployed,2,0.18
24,78000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,19500,15.31,1,0.25,N,4,48,667,28825,0,Salaried,0,0.25
22,35000,OWN,6.0,EDUCATION,A,18500,7.49,0,0.53,N,3,48,607,14604,0,Unemployed,2,0.81
23,18460,RENT,0.0,PERSONAL,A,2775,7.68,0,0.15,N,2,48,743,7597,0,Salaried,2,0.69
23,16800,RENT,2.0,MEDICAL,D,2750,16.77,1,0.16,Y,2,24,591,10081,0,Salaried,4,1.35
25,78000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,3000,11.48,1,0.04,N,3,24,591,41924,0,Salaried,3,0.23
25,78000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,8000,16.0,1,0.1,N,2,60,701,44691,35995,Freelancer,0,0.1
26,90000,MORTGAGE,3.0,PERSONAL,C,3200,13.22,0,0.04,N,4,24,618,49690,0,Self-Employed,3,0.2
22,90000,MORTGAGE,1.0,EDUCATION,C,2500,13.22,0,0.03,N,2,24,654,44324,0,Unemployed,2,0.14
26,90000,MORTGAGE,1.0,PERSONAL,B,20000,,0,0.22,N,3,24,683,60417,0,Unemployed,0,0.22
23,60000,RENT,7.0,EDUCATION,C,2750,15.23,0,0.05,Y,4,24,713,37618,0,Salaried,0,0.05
23,90000,MORTGAGE,1.0,EDUCATION,B,12000,12.18,0,0.13,N,4,12,668,34589,0,Freelancer,1,0.19
25,90000,OWN,9.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.11,N,4,60,768,42251,54763,Unemployed,3,0.28
24,31200,RENT,4.0,PERSONAL,B,2725,10.74,0,0.09,N,2,24,679,12952,0,Freelancer,4,0.73
22,90000,MORTGAGE,6.0,EDUCATION,B,20000,11.26,0,0.22,N,2,60,739,53844,0,Unemployed,2,0.33
21,90000,OTHER,5.0,MEDICAL,B,16000,11.26,0,0.18,N,4,36,693,39400,0,Self-Employed,5,0.46
23,90000,MORTGAGE,5.0,PERSONAL,B,6000,11.89,0,0.07,N,4,12,786,50047,57797,Freelancer,0,0.07
23,78000,MORTGAGE,4.0,PERSONAL,B,15250,,1,0.2,N,2,24,732,32517,0,Freelancer,2,0.32
21,15600,RENT,5.0,VENTURE,F,2700,20.62,1,0.17,N,3,12,682,5751,0,Salaried,0,0.17
24,90000,MORTGAGE,8.0,EDUCATION,C,3000,13.79,0,0.03,Y,4,12,711,27330,0,Self-Employed,4,0.26
23,90000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,1500,12.84,0,0.02,N,2,36,666,62806,0,Self-Employed,1,0.07
23,90000,MORTGAGE,1.0,EDUCATION,E,15000,16.32,0,0.17,N,2,60,666,34902,56297,Unemployed,3,0.33
26,78000,MORTGAGE,10.0,EDUCATION,A,10000,9.63,1,0.13,N,4,12,614,49366,0,Freelancer,2,0.26
25,90000,MORTGAGE,7.0,VENTURE,A,11000,9.32,0,0.12,N,3,48,639,56595,29417,Unemployed,2,0.23
23,24000,RENT,7.0,DEBTCONSOLIDATION,B,2700,10.75,1,0.11,N,2,36,783,9465,0,Unemployed,4,0.95
25,78000,MORTGAGE,7.0,VENTURE,C,9000,11.78,1,0.12,Y,2,48,619,36367,0,Salaried,0,0.12
24,90000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,5000,8.0,0,0.06,N,4,36,647,57100,0,Self-Employed,1,0.11
24,90000,MORTGAGE,1.0,PERSONAL,C,12000,,0,0.13,Y,4,48,675,51833,0,Salaried,2,0.24
24,90000,MORTGAGE,2.0,EDUCATION,B,7500,,0,0.08,N,3,48,676,40315,0,Salaried,5,0.36
23,26000,RENT,3.0,DEBTCONSOLIDATION,A,2700,7.29,0,0.1,N,3,12,699,17671,16044,Freelancer,0,0.1
24,90000,MORTGAGE,8.0,PERSONAL,C,5000,11.34,0,0.06,Y,4,12,656,39324,0,Self-Employed,2,0.17
25,90000,MORTGAGE,3.0,VENTURE,B,25000,10.39,0,0.28,N,3,36,702,34634,0,Unemployed,2,0.39
26,30000,RENT,2.0,EDUCATION,B,2700,10.75,0,0.09,N,2,60,737,10760,0,Freelancer,2,0.42
22,31200,RENT,0.0,DEBTCONSOLIDATION,A,2700,6.91,0,0.09,N,4,12,743,18112,20004,Salaried,0,0.09
24,32000,RENT,1.0,VENTURE,A,2700,,0,0.08,N,3,12,666,9971,0,Freelancer,1,0.24
26,90000,MORTGAGE,2.0,EDUCATION,C,25000,11.09,0,0.28,N,4,24,710,57450,0,Salaried,0,0.28
25,35000,RENT,2.0,EDUCATION,A,2700,7.88,0,0.08,N,2,12,622,14759,0,Salaried,5,0.79
26,90000,OWN,2.0,VENTURE,A,9500,8.07,0,0.11,N,2,60,643,40313,0,Freelancer,5,0.38
25,90084,MORTGAGE,6.0,PERSONAL,A,15000,7.88,0,0.17,N,4,24,621,55918,0,Unemployed,1,0.22
23,90096,MORTGAGE,0.0,EDUCATION,C,10150,11.97,0,0.11,N,3,48,677,56370,57972,Unemployed,1,0.17
23,78216,MORTGAGE,7.0,PERSONAL,C,1200,,1,0.02,N,3,48,637,35979,0,Unemployed,4,0.27
22,78369,MORTGAGE,6.0,DEBTCONSOLIDATION,E,11000,17.99,1,0.14,N,3,24,603,40871,24800,Salaried,4,0.4
24,90474,MORTGAGE,8.0,EDUCATION,B,15000,10.38,0,0.17,N,3,24,660,51722,0,Self-Employed,3,0.33
25,51000,RENT,1.0,DEBTCONSOLIDATION,B,2700,9.7,0,0.05,N,2,24,593,29347,0,Unemployed,0,0.05
24,90730,MORTGAGE,6.0,HOMEIMPROVEMENT,B,8000,,0,0.09,N,2,36,746,46600,0,Self-Employed,3,0.25
25,46200,RENT,1.0,DEBTCONSOLIDATION,F,2700,15.96,1,0.06,N,2,60,652,29459,0,Salaried,2,0.27
22,90888,MORTGAGE,5.0,EDUCATION,C,13200,14.79,0,0.15,N,4,60,729,57857,71320,Salaried,2,0.26
24,98450,RENT,8.0,EDUCATION,C,2700,13.49,0,0.03,N,4,48,655,62960,0,Salaried,5,0.28
24,90996,MORTGAGE,0.0,EDUCATION,B,8400,10.99,0,0.09,N,2,48,620,37061,0,Unemployed,5,0.37
21,90996,MORTGAGE,5.0,PERSONAL,B,6000,9.99,0,0.07,N,2,48,738,36649,0,Salaried,2,0.18
24,90996,MORTGAGE,8.0,HOMEIMPROVEMENT,E,20000,16.32,0,0.22,Y,4,12,684,32388,0,Unemployed,2,0.33
26,18144,RENT,2.0,PERSONAL,B,2675,9.91,0,0.15,N,4,48,774,11440,11158,Unemployed,1,0.42
24,90996,MORTGAGE,2.0,EDUCATION,A,16000,7.88,0,0.18,N,3,24,656,29506,0,Freelancer,4,0.4
23,40000,RENT,7.0,PERSONAL,A,2675,8.07,0,0.07,N,4,48,657,14164,0,Salaried,2,0.32
23,91000,MORTGAGE,0.0,EDUCATION,B,1000,11.71,0,0.01,N,3,24,730,61014,0,Unemployed,1,0.07
24,91000,MORTGAGE,9.0,EDUCATION,A,15000,6.03,0,0.16,N,4,36,730,31854,29834,Unemployed,3,0.33
24,91000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,2400,9.91,0,0.03,N,4,12,687,31714,0,Unemployed,3,0.19
24,91000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.11,N,4,12,846,60391,0,Freelancer,2,0.22
23,91000,MORTGAGE,7.0,PERSONAL,D,1500,14.54,0,0.02,Y,4,60,665,38587,0,Freelancer,5,0.29
21,22240,RENT,5.0,MEDICAL,B,2650,9.88,0,0.12,N,3,36,616,14513,11138,Unemployed,5,1.24
23,79000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16000,14.09,1,0.2,N,3,24,629,35633,0,Self-Employed,2,0.33
23,91000,MORTGAGE,5.0,VENTURE,D,10000,16.32,0,0.11,Y,3,36,666,40900,28759,Salaried,4,0.33
23,46728,RENT,2.0,PERSONAL,B,2650,10.59,0,0.06,N,2,12,755,16545,0,Salaried,3,0.38
22,91000,OWN,5.0,EDUCATION,A,15000,7.88,0,0.16,N,2,24,670,60737,0,Freelancer,4,0.38
23,91000,MORTGAGE,7.0,PERSONAL,C,10000,13.61,0,0.11,N,4,36,758,55025,23306,Self-Employed,3,0.27
24,79000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,5000,15.33,1,0.06,N,2,12,701,30830,0,Freelancer,2,0.19
23,91000,MORTGAGE,4.0,VENTURE,E,8000,17.19,0,0.09,N,4,24,734,53791,61339,Unemployed,0,0.09
21,91000,MORTGAGE,5.0,VENTURE,B,20000,10.62,0,0.22,N,2,24,699,31074,21274,Self-Employed,4,0.44
24,91000,MORTGAGE,5.0,MEDICAL,A,15000,7.88,0,0.16,N,4,12,698,46366,36423,Salaried,2,0.27
24,16000,RENT,2.0,HOMEIMPROVEMENT,C,2600,,1,0.16,Y,2,24,717,6427,0,Unemployed,5,1.72
22,20160,RENT,1.0,EDUCATION,A,2600,6.92,0,0.13,N,4,12,651,12907,0,Salaried,5,1.37
21,35000,OWN,2.0,MEDICAL,A,11000,7.88,0,0.31,N,2,48,652,17655,0,Self-Employed,5,1.03
23,91000,MORTGAGE,3.0,PERSONAL,B,12000,,0,0.13,N,3,48,697,60832,0,Freelancer,0,0.13
24,21600,RENT,0.0,EDUCATION,E,2600,19.29,1,0.12,Y,4,24,777,11535,16341,Unemployed,5,1.28
24,91000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,1000,7.68,0,0.01,N,3,24,602,45644,0,Unemployed,1,0.07
26,67150,MORTGAGE,9.0,MEDICAL,D,15000,14.11,1,0.19,Y,4,12,578,38784,0,Unemployed,1,0.3
21,27000,RENT,3.0,PERSONAL,C,2600,13.22,0,0.1,Y,2,24,666,16566,21200,Unemployed,3,0.65
24,91000,MORTGAGE,8.0,VENTURE,A,7000,8.0,0,0.08,N,3,60,731,27855,0,Unemployed,4,0.3
24,91000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,7500,10.39,0,0.08,N,2,48,682,46311,37629,Self-Employed,1,0.14
23,91000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7500,11.97,0,0.08,Y,2,24,621,55536,0,Unemployed,0,0.08
23,91092,MORTGAGE,2.0,PERSONAL,C,10000,13.43,0,0.11,N,2,24,683,42175,48005,Salaried,5,0.38
25,79200,MORTGAGE,1.0,PERSONAL,C,11200,14.79,1,0.14,Y,3,36,593,25189,0,Self-Employed,1,0.2
21,35000,OWN,2.0,VENTURE,D,7000,14.59,0,0.2,N,3,24,711,10745,26737,Unemployed,1,0.34
25,35000,OWN,9.0,PERSONAL,C,4000,13.11,0,0.11,N,2,60,664,21613,0,Freelancer,0,0.11
23,91200,MORTGAGE,7.0,DEBTCONSOLIDATION,B,3000,8.88,0,0.03,N,2,48,675,34585,0,Freelancer,3,0.2
22,91200,OWN,6.0,PERSONAL,B,5000,11.48,0,0.05,N,2,36,701,33740,61819,Unemployed,4,0.27
25,91200,MORTGAGE,9.0,PERSONAL,A,6000,7.68,0,0.07,N,4,12,690,37923,0,Self-Employed,1,0.12
24,79200,MORTGAGE,8.0,VENTURE,C,6500,11.78,1,0.08,Y,3,12,652,26996,31969,Self-Employed,3,0.27
24,91228,MORTGAGE,2.0,MEDICAL,A,12000,7.49,0,0.13,N,3,48,731,29312,0,Unemployed,4,0.35
22,91234,MORTGAGE,6.0,PERSONAL,B,12000,11.83,0,0.13,N,2,12,719,59202,0,Self-Employed,3,0.3
23,35000,OWN,7.0,MEDICAL,B,10000,10.25,0,0.29,N,2,60,591,14738,0,Freelancer,4,0.86
22,35000,OWN,2.0,VENTURE,C,13200,13.48,0,0.38,N,3,24,668,18653,0,Unemployed,5,1.09
22,48000,RENT,2.0,EDUCATION,B,2600,11.12,0,0.05,N,3,48,625,30869,0,Salaried,4,0.47
21,91500,MORTGAGE,4.0,PERSONAL,C,8000,13.61,0,0.09,N,2,36,616,63225,0,Salaried,4,0.31
23,74029,RENT,7.0,DEBTCONSOLIDATION,C,2600,15.27,0,0.04,Y,3,24,706,42596,0,Unemployed,1,0.1
25,100000,RENT,3.0,DEBTCONSOLIDATION,A,2600,7.9,0,0.03,N,3,12,659,68006,0,Self-Employed,4,0.23
26,35000,OWN,1.0,VENTURE,A,4175,7.74,0,0.12,N,4,12,672,16429,13675,Unemployed,4,0.69
